sample_id	species	abundance	adjust_abundance	GC_percentage	N50	contigs_bigger_500	largest_contig	total_contigs	total_length	low_coverage_contigs	expected_genome_min	expected_genome_max	within_genome_expected	difference	mlst-alleles	mlst	mlst-species	CE_alleles	PCR_genes	phylotype	quadraplex	antigenic_profile	predicted_serotype	subspecies	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity	high_quality
SAMEA3497514	Neisseria meningitidis	98.223	98.223	51.52	69593	106	169221	162	2188609	contig00064,contig00073,contig00074,contig00076,contig00081,contig00084,contig00095,contig00102,contig00103,contig00109,contig00110,contig00112,contig00115,contig00116,contig00118,contig00122,contig00123	1702000.0	2554000.0	TRUE		abcZ(4),adk(10),aroE(12),fumC(5),gdh(3),pdhC(11),pgm(9)	5399	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	799	3	0	0	0	99.75	0.57	66.67	True
SAMEA3497516	Neisseria meningitidis	98.315	98.315	51.62	68185	98	175174	153	2193443	contig00079	1702000.0	2554000.0	TRUE		abcZ(3),adk(6),aroE(19),fumC(5),gdh(83),pdhC(6),pgm(9)	7670	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3497518	Neisseria meningitidis	34.883	34.883	51.93	294151	18	471050	21	2127211		1702000.0	2554000.0	TRUE		abcZ(724),adk(499),aroE(267),fumC(731),gdh(208),pdhC(27),pgm(28)	11382	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497535	Neisseria meningitidis	95.689	95.689	51.79	73412	81	168245	134	2060044	contig00066	1702000.0	2554000.0	TRUE		abcZ(17),adk(4),aroE(19),fumC(17),gdh(26),pdhC(26),pgm(2)	7788	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3497539	Neisseria meningitidis	98.092	98.092	51.65	77938	93	195776	146	2182395		1702000.0	2554000.0	TRUE		abcZ(3),adk(6),aroE(19),fumC(5),gdh(83),pdhC(6),pgm(9)	7670	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3497541	Neisseria lactamica	78.276	78.276	52.35	131959	45	377169	52	2184202	contig00033	1748000.0	2623000.0	TRUE		abcZ(88),adk(43),aroE(39),fumC(45),gdh(65),pdhC(42),pgm(37)	1494	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	655	1	0	0	0	99.92	0.23	0.0	True
SAMEA3497542	Neisseria lactamica	76.22	76.22	52.18	305417	44	470407	58	2179520		1748000.0	2623000.0	TRUE		abcZ(725),adk(47),aroE(96),fumC(106),gdh(81),pdhC(46),pgm(88)	11383	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497543	Neisseria lactamica	86.17	86.17	52.27	144988	45	445234	56	2147075		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497544	Neisseria lactamica	86.559	86.559	52.27	164407	38	542609	48	2111343		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497545	Neisseria lactamica	86.338	86.338	52.27	164407	39	542598	49	2111239		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497546	Neisseria lactamica	84.937	84.937	52.27	164665	37	476595	46	2147017		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497547	Neisseria lactamica	85.506	85.506	52.27	153905	41	445236	53	2147308		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497548	Neisseria lactamica	86.419	86.419	52.27	153885	37	445030	47	2111549		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497549	Neisseria lactamica	86.445	86.445	52.27	144980	42	445019	51	2112351		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497550	Neisseria lactamica	86.334	86.334	52.27	153905	37	445000	49	2111013		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497551	Neisseria lactamica	86.56	86.56	52.27	164546	41	542808	49	2112168		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497552	Neisseria lactamica	86.414	86.414	52.27	144988	42	445014	51	2112374		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497553	Neisseria lactamica	86.346	86.346	52.27	153894	39	445007	51	2110488		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497554	Neisseria lactamica	86.378	86.378	52.27	153905	39	440767	50	2111829		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497555	Neisseria lactamica	86.637	86.637	52.27	153905	39	440763	50	2111535		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497556	Neisseria lactamica	86.348	86.348	52.27	153905	37	445027	47	2111719		1748000.0	2623000.0	TRUE		abcZ(29),adk(469),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(45)	10984	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA3497562	Neisseria gonorrhoeae	93.597	93.597	52.33	67704	80	207647	128	2188978	contig00120,contig00122,contig00127	1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(157),gdh(148),pdhC(153),pgm(65)	1903	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497575	Neisseria gonorrhoeae	96.18	96.18	52.33	67617	79	208204	128	2190567	contig00128	1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(170),fumC(155),gdh(148),pdhC(153),pgm(65)	1591	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497577	Neisseria gonorrhoeae	98.442	98.442	52.37	67557	86	210722	118	2186209	contig00060,contig00067,contig00069	1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(157),gdh(147),pdhC(153),pgm(133)	1893	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497586	Neisseria gonorrhoeae	99.0	99.0	52.43	80127	68	207478	94	2174613	contig00090	1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(111),gdh(147),pdhC(71),pgm(65)	11366	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	4	950	2	0	0	0	99.61	0.31	0.0	True
SAMEA3497589	Neisseria gonorrhoeae	98.568	98.568	52.37	65589	85	207503	115	2181421	contig00081	1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(157),gdh(147),pdhC(153),pgm(133)	1893	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497593	Neisseria gonorrhoeae	97.517	97.517	52.32	72370	82	210799	115	2184850		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(157),gdh(148),pdhC(153),pgm(65)	1599	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497605	Neisseria gonorrhoeae	98.483	98.483	52.43	65984	81	210729	114	2171404	contig00054,contig00071,contig00101	1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(157),gdh(147),pdhC(153),pgm(133)	1893	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497621	Neisseria gonorrhoeae	93.813	93.813	52.33	67827	76	217798	123	2183851		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(157),gdh(148),pdhC(153),pgm(65)	1903	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497623	Neisseria gonorrhoeae	93.697	93.697	52.35	67397	79	207744	118	2182778		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(157),gdh(148),pdhC(153),pgm(65)	1903	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	951	2	0	0	0	99.82	0.31	0.0	True
SAMEA3497733	Neisseria gonorrhoeae	99.148	99.148	52.45	67682	76	207596	121	2136944		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(148),pdhC(153),pgm(65)	7363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3497738	Neisseria gonorrhoeae	99.254	99.254	52.41	84524	76	207651	108	2156670	contig00077	1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(78),gdh(146),pdhC(153),pgm(133)	6959	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3497759	Neisseria meningitidis	98.673	98.673	51.65	66943	97	189689	188	2180341		1702000.0	2554000.0	TRUE		abcZ(12),adk(6),aroE(6),fumC(9),gdh(9),pdhC(6),pgm(9)	2644	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3497763	Neisseria meningitidis	98.112	98.112	51.71	66364	83	189363	154	2105763		1702000.0	2554000.0	TRUE		abcZ(12),adk(6),aroE(9),fumC(9),gdh(9),pdhC(6),pgm(9)	43	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3497788	Neisseria zoodegmatis	99.063	99.063	50.9	124121	38	591274	48	2517032	contig00026					abcZ(991),adk(753),aroE(791?),fumC(1087),gdh(757?),pdhC(992),pgm(1057)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	c__Betaproteobacteria (UID3888)	323	387	234	0	387	0	0	0	0	100.0	0.0	0.0	True
SAMEA3498552	Neisseria meningitidis	99.258	99.258	51.91	68126	81	154285	156	2123861		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498560	Neisseria meningitidis	99.271	99.271	51.9	69014	75	147185	146	2124460		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498568	Neisseria meningitidis	99.296	99.296	51.91	65821	79	154431	142	2126867		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498570	Neisseria meningitidis	99.313	99.313	51.9	69323	84	154414	158	2124631		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498571	Neisseria meningitidis	99.335	99.335	51.9	73639	72	170829	147	2124302		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498573	Neisseria meningitidis	99.269	99.269	51.91	75033	78	154160	155	2121786		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(3),pdhC(2),pgm(19)	7	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.62	0.21	0.0	True
SAMEA3498574	Neisseria meningitidis	99.28	99.28	51.91	67731	81	154281	163	2114095		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(1),gdh(-),pdhC(2),pgm(19)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	5	950	1	0	0	0	99.41	0.21	0.0	True
SAMEA3502661	Neisseria gonorrhoeae	98.406	98.406	52.62	70268	83	207788	118	2079827		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(148),pdhC(153),pgm(133)	9363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502663	Neisseria gonorrhoeae	98.77	98.77	52.44	67704	84	207605	101	2134413		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(229),pdhC(153),pgm(65)	6962	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502664	Neisseria gonorrhoeae	98.763	98.763	52.44	67688	90	207604	109	2131731		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(229),pdhC(153),pgm(65)	6962	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502670	Neisseria gonorrhoeae	98.829	98.829	52.45	67519	86	172948	113	2128058		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(229),pdhC(153),pgm(65)	6962	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	4	951	1	0	0	0	99.78	0.21	0.0	True
SAMEA3502675	Neisseria gonorrhoeae	98.015	98.015	52.68	66503	73	140295	108	2075763		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(148),pdhC(153),pgm(133)	9363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502681	Neisseria gonorrhoeae	98.794	98.794	52.45	67416	86	154024	116	2131627		1715000.0	2574000.0	TRUE		abcZ(730),adk(112),aroE(67),fumC(189),gdh(148),pdhC(153),pgm(133)	11516	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502686	Neisseria gonorrhoeae	98.757	98.757	52.45	67052	87	207605	118	2130269		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(229),pdhC(153),pgm(65)	6962	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502687	Neisseria gonorrhoeae	99.134	99.134	52.5	72382	73	169433	95	2127152		1715000.0	2574000.0	TRUE		abcZ(109),adk(39),aroE(67),fumC(111),gdh(148),pdhC(153),pgm(65)	1579	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502688	Neisseria gonorrhoeae	98.788	98.788	52.62	66502	86	145981	120	2081928		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(148),pdhC(153),pgm(133)	9363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502689	Neisseria gonorrhoeae	98.742	98.742	52.62	65437	88	145982	126	2081236		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(148),pdhC(153),pgm(133)	9363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502695	Neisseria gonorrhoeae	99.15	99.15	52.46	70032	75	210200	105	2132423		1715000.0	2574000.0	TRUE		abcZ(59),adk(39),aroE(67),fumC(78),gdh(148),pdhC(153),pgm(65)	7363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3502702	Neisseria gonorrhoeae	98.396	98.396	52.61	65437	93	140315	134	2077119		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(148),pdhC(153),pgm(133)	9363	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3503942	Neisseria meningitidis	98.815	98.815	51.75	67514	91	159386	173	2108260		1702000.0	2554000.0	TRUE		abcZ(4),adk(10),aroE(5),fumC(4),gdh(6),pdhC(3),pgm(8)	32	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503947	Neisseria meningitidis	97.223	97.223	51.58	72473	91	200406	174	2132787		1702000.0	2554000.0	TRUE		abcZ(9),adk(2),aroE(6),fumC(9),gdh(47),pdhC(6),pgm(20)	9307	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503953	Neisseria meningitidis	98.441	98.441	51.57	67296	92	196011	160	2158695		1702000.0	2554000.0	TRUE		abcZ(3),adk(6),aroE(34),fumC(5),gdh(11),pdhC(6),pgm(9)	1194	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503957	Neisseria meningitidis	98.056	98.056	51.49	67731	93	306004	175	2159685	contig00076	1702000.0	2554000.0	TRUE		abcZ(10),adk(6),aroE(9),fumC(5),gdh(9),pdhC(6),pgm(10)	10939	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503969	Neisseria meningitidis	97.769	97.769	51.55	67047	91	306960	162	2152313		1702000.0	2554000.0	TRUE		abcZ(9),adk(6),aroE(9),fumC(9),gdh(249),pdhC(6),pgm(6)	8981	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503976	Neisseria meningitidis	97.961	97.961	51.62	68285	92	198131	164	2238886		1702000.0	2554000.0	TRUE		abcZ(3),adk(6),aroE(34),fumC(5),gdh(11),pdhC(6),pgm(7)	8451	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3503999	Neisseria meningitidis	94.696	94.696	51.51	65480	110	190606	220	2142955	contig00140	1702000.0	2554000.0	TRUE		abcZ(9),adk(6),aroE(4),fumC(9),gdh(9),pdhC(6),pgm(9)	525	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	1	802	1	0	0	0	99.81	0.19	0.0	True
SAMEA3504003	Neisseria meningitidis	98.492	98.492	51.55	67297	97	171538	169	2156936		1702000.0	2554000.0	TRUE		abcZ(3),adk(6),aroE(34),fumC(5),gdh(11),pdhC(6),pgm(9)	1194	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3504015	Neisseria meningitidis	98.396	98.396	51.62	68197	94	196939	166	2136954		1702000.0	2554000.0	TRUE		abcZ(27),adk(6),aroE(9),fumC(3),gdh(9),pdhC(6),pgm(16)	136	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3504029	Neisseria meningitidis	97.487	97.487	51.53	65146	94	200843	164	2158099		1702000.0	2554000.0	TRUE		abcZ(6),adk(6),aroE(63),fumC(17),gdh(9),pdhC(11),pgm(9)	3110	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	801	1	0	0	0	99.75	0.19	0.0	True
SAMEA3507429	Neisseria gonorrhoeae	98.651	98.651	52.62	65929	91	145881	130	2076685		1715000.0	2574000.0	TRUE		abcZ(126),adk(39),aroE(67),fumC(238),gdh(734),pdhC(153),pgm(133)	11463	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	3	952	1	0	0	0	99.82	0.21	0.0	True
SAMEA3594187	Neisseria subflava	91.628	91.628	48.8	277662	25	376630	41	2297499		1809000.0	2715000.0	TRUE		abcZ(770),adk(543),aroE(820),fumC(~299),gdh(785),pdhC(794),pgm(810)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	0	656	1	0	0	0	100.0	0.23	0.0	True
SAMEA3596530	Neisseria meningitidis	98.953	98.953	51.88	71606	81	177429	172	2137388		1702000.0	2554000.0	TRUE		abcZ(1),adk(3),aroE(3),fumC(1),gdh(4),pdhC(2),pgm(3)	4	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	4	951	1	0	0	0	99.51	0.21	0.0	True
SAMEA3596531	Neisseria meningitidis	98.973	98.973	51.87	75229	85	154107	154	2144386		1702000.0	2554000.0	TRUE		abcZ(1),adk(3),aroE(3),fumC(1),gdh(4),pdhC(2),pgm(3)	4	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	4	951	1	0	0	0	99.51	0.21	0.0	True
SAMEA3596534	Neisseria meningitidis	97.837	97.837	51.66	69457	78	241811	179	2191613		1702000.0	2554000.0	TRUE		abcZ(2),adk(3),aroE(94),fumC(9),gdh(8),pdhC(11),pgm(2)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	2	953	1	0	0	0	99.83	0.21	0.0	True
SAMEA3596542	Neisseria meningitidis	98.196	98.196	51.9	69722	75	154143	167	2128970		1702000.0	2554000.0	TRUE		abcZ(1),adk(1),aroE(2),fumC(35),gdh(3),pdhC(2),pgm(3)	11286	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	g__Neisseria (UID3907)	44	956	479	4	951	1	0	0	0	99.51	0.21	0.0	True
